Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"Cartoon Handheld Fan Leafless USB Mini Charging Desktop Portable Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0223473001A.jpg","Chargers and Cables","","Voltage (V):5V Reverse Rotating Function:No Wind Type:Natural Wind Installation:Bladeless Fan Max. Power:&lt;20W Type:Cooling Only Installation:Bladeless...","https://luxtronics.in/product/chargers-cables-cartoon-handheld-fan-leafless-usb-60366","","cartoon handheld fan leafless usb mini charging desktop portable fan, tbd02234730, chargers & cables, chargers-cables, luxtronics, online shopping"
"Octopus Deformed Cartoon Folding USB Rechargeable Mini Handheld Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0400409201A.jpg","Smart Home","","Model Number:Mini fan 1. Fan blade material: Plastic 2. Size: 29x13x9.2cm 3. Weight: 350g 4. Power mode: USB 5. Working voltage: 5V 6. Styling: Octopus...","https://luxtronics.in/product/smart-home-octopus-deformed-cartoon-folding-usb-60377","","octopus deformed cartoon folding usb rechargeable mini handheld fan, tbd04004092, smart home, smart-home, luxtronics, online shopping"
"SHC-S03 USB Desktop Leafless Outdoor Sports Portable Lazy Hanging Neck","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0563677102.jpg","Chargers and Cables","","1. Material: ABS/electronic components 2. Features: silent high wind, no blade turbine wind, detachable lanyard, three-dimensional wind 3. Size:... Explore","https://luxtronics.in/product/chargers-cables-shc-s03-usb-desktop-leafless-60407","","shc-s03 usb desktop leafless outdoor sports portable lazy hanging neck, tbd05636771-1, chargers & cables, chargers-cables, luxtronics, online shopping"
"For iPhone 11 Pro / XS / X ENKAY Hat-Prince 0.26mm 9H 6D Curved Full","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8P1699B.jpg","Smartphones","","1. Ultra-thin and excellent flexibility. The screen is thick. You do not need to worry whether the reflexes of your phone would slow down after pasting...","https://luxtronics.in/product/smartphones-iphone-11-pro-xs-enkay-59783","","for iphone 11 pro / xs / x enkay hat-prince 0.26mm 9h 6d curved full, ip8p1699, smartphones, luxtronics, online shopping"
"820 Mini Desktop USB Charging Fan Handheld Portable Dormitory Square","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603604701C.jpg","Chargers and Cables","","1. Material: ABS, electronic components 2. Noise: below 36dB 3. Rated voltage: 3.7V 4. Rated power: 3W 5. Wind speed gear: 2 gears 6. Built-in battery:...","https://luxtronics.in/product/chargers-cables-820-mini-desktop-usb-charging-59789","","820 mini desktop usb charging fan handheld portable dormitory square, tbd06036047, chargers & cables, chargers-cables, luxtronics, online shopping"
"Matte Frosted Tempered Glass for iPhone 7 Plus / 8 Plus","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7P0023.jpg","Smartphones","","Descriptions 1. Anti-glare.The degree of screen halation can be decreased effectively with the screen protector. 2. Ultra-thin and excellent flexibility....","https://luxtronics.in/product/smartphones-matte-frosted-tempered-glass-iphone-59849","","matte frosted tempered glass for iphone 7 plus / 8 plus, ip7p0023, smartphones, luxtronics, online shopping"
"Baby Stroller Fan Home Mute Outdoor Cooling Portable Rabbit Octopus","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603599801.jpg","Smartphones","","1. Safe and encrypted grid, the baby can feel at ease blowing, no fan blades are safer, the airflow is divided more finely when passing through the...","https://luxtronics.in/product/smartphones-baby-stroller-fan-home-mute-59881","","baby stroller fan home mute outdoor cooling portable rabbit octopus, tbd06035998-1, smartphones, luxtronics, online shopping"
"1 Pair For Bose OE2 / OE2i / SoundTrue Headset Cushion Sponge Cover","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/IP6D0651B.jpg","Audio","","1. Material: protein 2. Soft and comfortable, do not feel tired when worn for a long time 3. Sound proof, good air permeability, good elasticity, not easy...","https://luxtronics.in/product/audio-pair-bose-oe2-oe2i-soundtrue-59904","","1 pair for bose oe2 / oe2i / soundtrue headset cushion sponge cover, ip6d0651, audio, luxtronics, online shopping"
"1315 Spray Humidification Hydrating Cartoon Fan USB Charging Desktop Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603610901A.jpg","Chargers and Cables","","Features: 1. Using water molecule atomization technology to allow water molecules to fully diffuse into the air 2. Three gears of wind speed, you can...","https://luxtronics.in/product/chargers-cables-1315-spray-humidification-hydrating-cartoon-59912","","1315 spray humidification hydrating cartoon fan usb charging desktop fan, tbd06036109, chargers & cables, chargers-cables, luxtronics, online shopping"
"MT-F60 Smart Digital Display USB Charging Air Cooler Desktop Mist","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603653301.jpg","Audio","","Features: 1. Independent air supply design, the air outlet grille and wind speed can be adjusted at will 2. Four gears of wind speed, you can adjust...","https://luxtronics.in/product/audio-mt-f60-smart-digital-display-59958","","mt-f60 smart digital display usb charging air cooler desktop mist, tbd06036533-1, audio, luxtronics, online shopping"
"NewRixing NR-4019 Outdoor Portable Bluetooth Speaker with Hands-free","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G0287B.jpg","Audio","","About that product 1. With a characteristic lanyard, portable and easy to bring 2. TWS series technology 3. Built-in 1200 mAh full 18650 original battery...","https://luxtronics.in/product/audio-newrixing-nr-4019-outdoor-portable-59985","","newrixing nr-4019 outdoor portable bluetooth speaker with hands-free, ip7g0287, audio, luxtronics, online shopping"
"FT-1030 Bluetooth 3.0 ABS Brushed Texture Keyboard + Skin Texture","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP6D9539B.jpg","Electronics Accessories","","1. Bluetooth version 3.0 2. Effective distance within 10 meters 3. Lithium battery capacity: 200mAh 4. Charging time is 3-4 hours 5. 100 hours of... Explore","https://luxtronics.in/product/electronics-accessories-ft-1030-bluetooth-abs-brushed-60015","","ft-1030 bluetooth 3.0 abs brushed texture keyboard + skin texture, ip6d9539, electronics accessories, electronics-accessories, luxtronics, online shopping"
"WT-E20 Stroller Fan USB Mute Portable Octopus High Air Volume Mini Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603657601.jpg","Chargers and Cables","","1. 130-degree shaking head duck, the baby sleeps peacefully without catching a cold, and the automatic shaking head function prevents the baby from...","https://luxtronics.in/product/chargers-cables-wt-e20-stroller-fan-usb-60029","","wt-e20 stroller fan usb mute portable octopus high air volume mini fan, tbd06036576, chargers & cables, chargers-cables, luxtronics, online shopping"
"HAWEEL Flexible Octopus Tripod Holder Clip, HWL-6400","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/HWL-6400.jpg","Smartphones","","1. Tripod is lightweight and portable, so you can easily pack it along for trips and vacation. 2. Special design makes it easy to install your mobile...","https://luxtronics.in/product/smartphones-haweel-flexible-octopus-tripod-holder-60055","","haweel flexible octopus tripod holder clip, hwl-6400, hwl-6400, smartphones, luxtronics, online shopping"
"F2302 Handheld Portable Mini USB Office Student Fan with Hook, F2302","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603660601B.jpg","Chargers and Cables","","1. Turbo five-blade fan, brushless motor, lightweight, mini and portable 2. Mountaineering buckle, easy to carry, no burden to travel 3. Turbine... Explore","https://luxtronics.in/product/chargers-cables-f2302-handheld-portable-mini-usb-60063","","f2302 handheld portable mini usb office student fan with hook, f2302, tbd06036606, chargers & cables, chargers-cables, luxtronics, online shopping"
"T-201 Detachable Bluetooth 3.0 Ultra-thin Keyboard + Lambskin Texture","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP6D9547L.jpg","Electronics Accessories","","1.Bluetooth version 3.0 2.Effective distance within 10 meters 3.Lithium battery capacity: 250mA 4.Charging time is 2-3 hours 5.100 hours of sustainable...","https://luxtronics.in/product/electronics-accessories-201-detachable-bluetooth-ultra-thin-60079","","t-201 detachable bluetooth 3.0 ultra-thin keyboard + lambskin texture, ip6d9547, electronics accessories, electronics-accessories, luxtronics, online shopping"
"U-23 Ultra-Long Battery Life Outdoor Mute USB Bluetooth Hanging Neck Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603664401B.jpg","Smart Home","","1. Bluetooth design, head-mounted, silent design, long-lasting battery life 2. Adopt active noise reduction motor and advanced air duct noise reduction...","https://luxtronics.in/product/smart-home-23-ultra-long-battery-life-60092","","u-23 ultra-long battery life outdoor mute usb bluetooth hanging neck fan, tbd06036644, smart home, smart-home, luxtronics, online shopping"
"X-11BCS Skin Plain Texture Detachable Bluetooth Keyboard Tablet Case","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO0217B.jpg","Electronics Accessories","","1. Bluetooth 3.0 standard interface 2. Effective operating distance: 10 meters 3. Modulation method: GFSK 4. Working voltage: 3.1-4.2V 5. Working current:...","https://luxtronics.in/product/electronics-accessories-11bcs-skin-plain-texture-detachable-60097","","x-11bcs skin plain texture detachable bluetooth keyboard tablet case, ipro0217, electronics accessories, electronics-accessories, luxtronics, online shopping"
"For iPhone 11 / XR 9H 3D Privacy Anti-glare Non-full Screen Tempered","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8P0130.jpg","Smartphones","","Descriptions 1. Ultra-thin and excellent flexibility. The screen is thick. You do not need to worry whether the reflexes of your phone would slow down...","https://luxtronics.in/product/smartphones-iphone-11-xr-9h-3d-60129","","for iphone 11 / xr 9h 3d privacy anti-glare non-full screen tempered, ip8p0130, smartphones, luxtronics, online shopping"
"CF008 Mini Household Humidification Spray Air Cooler USB Plug-in","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603690201A.jpg","Chargers and Cables","","Features: 1. Three gears of wind speed adjustment, cold wind low gear, high gear, natural wind mode optional 2. The blue ambient light of the water tank...","https://luxtronics.in/product/chargers-cables-cf008-mini-household-humidification-spray-60139","","cf008 mini household humidification spray air cooler usb plug-in, tbd06036902, chargers & cables, chargers-cables, luxtronics, online shopping"
"Q9 Pro RGB Wireless Bluetooth Outdoor Portable Bluetooth Speaker","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0013316.jpg","Audio","","1. Bluetooth version: BT5.0 2. Number of channels: 2.0 3. Frequency range: 150Hz-20KHz 4. Signal to noise ratio: 75dB 5. Chip: AB5206F 6. Battery... Explore","https://luxtronics.in/product/audio-q9-pro-rgb-wireless-bluetooth-60155","","q9 pro rgb wireless bluetooth outdoor portable bluetooth speaker, sya0013316, audio, luxtronics, online shopping"
"TG11B Detachable Bluetooth White Keyboard + Microfiber Leather Tablet","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO5010B.jpg","Electronics Accessories","","1. Removable keyboard 2. Fashionable microfiber leather protective case 3. Built-in lithium polymer battery capacity 350mAh 4. Working voltage: 3.2-4.2V...","https://luxtronics.in/product/electronics-accessories-tg11b-detachable-bluetooth-white-keyboard-59453","","tg11b detachable bluetooth white keyboard + microfiber leather tablet, ipro5010, electronics accessories, electronics-accessories, luxtronics, online shopping"
"9H 6D Anti-peep Tempered Glass Film for iPhone 7 Plus, For iPhone 7","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8P0216B.jpg","Smartphones","","1.Ultra-thin and excellent flexibility. You do not need to worry whether the reflexes of your phone would slow down after pasting the film at all. 2.High...","https://luxtronics.in/product/smartphones-9h-6d-anti-peep-tempered-59489","","9h 6d anti-peep tempered glass film for iphone 7 plus, for iphone 7, ip8p0216, smartphones, luxtronics, online shopping"
"LLD-17 0.7-1.2W Ice Cream Shape Portable 2 Speed Control USB Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EFFAN0166F.jpg","Smartphones","","1. Brushless motor, light running, energy saving 2. One-key wind power adjustment, you can choose the coolness you want 3. Built-in large-capacity... Explore","https://luxtronics.in/product/smartphones-lld-17-2w-ice-cream-59494","","lld-17 0.7-1.2w ice cream shape portable 2 speed control usb charging, effan0166, smartphones, luxtronics, online shopping"
"BT08 Portable Cylindrical Bluetooth Speaker, Supports TF card / FM","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0014547.jpg","Smartphones","","1. The full-screen range of 10W speakers, sound unit, matching bass and surround reverb, allows you to listen to music on site. 2. Wireless BT... Explore","https://luxtronics.in/product/smartphones-bt08-portable-cylindrical-bluetooth-speaker-59516","","bt08 portable cylindrical bluetooth speaker, supports tf card / fm /, sya0014547, smartphones, luxtronics, online shopping"
"Portable Dormitory Desktop Electric Fan USB Charging Mini Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EFFAN0985.jpg","Chargers and Cables","","1. Three-speed wind, adjust according to your needs 2. The air is evenly distributed to dissipate the heat and let you enjoy the coolness 3. Built-in...","https://luxtronics.in/product/chargers-cables-portable-dormitory-desktop-electric-fan-59519","","portable dormitory desktop electric fan usb charging mini fan, effan0985, chargers & cables, chargers-cables, luxtronics, online shopping"
"8 Pin Male to Dual 8 Pin Female and 3.5mm Female Audio Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8F2467.jpg","Smartphones","","1. The 8 Pin audio charge adapter offers dual functionality for charging and listening to your iPhone or iPad 2. Whether you want to charge in the car, on...","https://luxtronics.in/product/smartphones-pin-male-to-dual-59532","","8 pin male to dual 8 pin female and 3.5mm female audio adapter, ip8f2467, smartphones, luxtronics, online shopping"
"For iPhone XR Rose Embossed Horizontal Flip PU Leather Case, with","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/IPXR0245J.jpg","Smartphones","","1. Made of high quality PU leather, TPU material, it may work for a long time. 2. The leather material is low carbon, clean, nontoxic to humans, can be...","https://luxtronics.in/product/smartphones-iphone-xr-rose-embossed-horizontal-59556","","for iphone xr rose embossed horizontal flip pu leather case, with, ipxr0245, smartphones, luxtronics, online shopping"
"S1 Multi-function Portable USB Charging Mute Desktop Electric Fan Table","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EFFAN2202F.jpg","Chargers and Cables","","1. Material: ABS + PP 2. Power: 4.5W, input: DC5V-0.8A 3. Battery capacity: 18650-1800mAh 4. Small size, easy to carry 5. 30 degree diagonal cyclone...","https://luxtronics.in/product/chargers-cables-s1-multi-function-portable-usb-59584","","s1 multi-function portable usb charging mute desktop electric fan table, effan2202, chargers & cables, chargers-cables, luxtronics, online shopping"
"For iPhone XS 0.75mm TPU Ultra-thin Transparent Case, iPhone XS(1pcs)","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXG1347T.jpg","Smartphones","","1. TPU material, non-toxic and odorless, has excellent wear resistance, not easy ageing, bright color characteristics, more than ordinary plastic has good...","https://luxtronics.in/product/smartphones-iphone-xs-75mm-tpu-ultra-59589","","for iphone xs 0.75mm tpu ultra-thin transparent case, iphone xs(1pcs), ipxg1347, smartphones, luxtronics, online shopping"
"IP011 Detachable Bluetooth 3.0 ABS Keyboard + Litchi Texture Leather","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP6D9546B.jpg","Electronics Accessories","","1. Bluetooth version 3.0 2. Effective distance within 10 meters 3. Lithium battery capacity: 200mAh 4. Charging time: 4-5 hours 5. Sustainable working...","https://luxtronics.in/product/electronics-accessories-ip011-detachable-bluetooth-abs-keyboard-59610","","ip011 detachable bluetooth 3.0 abs keyboard + litchi texture leather, ip6d9546, electronics accessories, electronics-accessories, luxtronics, online shopping"
"For iPhone 13 Pro Rugged Shield Full Coverage Shockproof TPU Case, For","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXIIP4803L.jpg","Smartphones","","1. TPU material, non-toxic and odorless, has excellent wear resistance, not easy ageing, bright color characteristics, more than ordinary plastic has good...","https://luxtronics.in/product/smartphones-iphone-13-pro-rugged-shield-59636","","for iphone 13 pro rugged shield full coverage shockproof tpu case, for, ipxiip4803, smartphones, luxtronics, online shopping"
"25 PCS For iPhone 7 Plus / 8 Plus Soft TPU Full Coverage Front Screen","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/MPSG71881.jpg","Smartphones","","1. Soft TPU material 2. With good performance, it may work for a long time 3. Long lasting protection against dust, scratches and gouges 4. High... Explore","https://luxtronics.in/product/smartphones-25-iphone-plus-soft-59659","","25 pcs for iphone 7 plus / 8 plus soft tpu full coverage front screen, mpsg71881, smartphones, luxtronics, online shopping"
"YL-005 Small Outdoor Handheld Fan with Carabiner Desktop Portable Mini","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/TBD0603589401A.jpg","Chargers and Cables","","1. Material: ABS, PP, electronic components 2. Shell process: spraying (UV paint, rubber paint, metallic paint, piano paint, pearl powder) 3. Wind speed...","https://luxtronics.in/product/chargers-cables-yl-005-small-outdoor-handheld-59669","","yl-005 small outdoor handheld fan with carabiner desktop portable mini, tbd06035894-1, chargers & cables, chargers-cables, luxtronics, online shopping"
"For iPhone 11 Pro Max 9H 2.5D Half - Screen Transparent Mobile Phone","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8P0247.jpg","Smartphones","","1.Ultra-thin and excellent flexibility. You do not need to worry whether the reflexes of your phone would slow down after pasting the film at all. 2.High...","https://luxtronics.in/product/smartphones-iphone-11-pro-max-9h-59677","","for iphone 11 pro max 9h 2.5d half - screen transparent mobile phone, ip8p0247, smartphones, luxtronics, online shopping"
"ZEALOT S32 5W HiFi Bass Wireless Bluetooth Speaker, Support Hands-free","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G0374R.jpg","Audio","","1. Bluetooth version: 5.0 2. Speaker: 4ohm 5W 3. Transmission distance: about 10m 4. Frequency response: 20Hz-20KHz 5. SNR: &gt;=85dB 6. Distortion:...","https://luxtronics.in/product/audio-zealot-s32-5w-hifi-bass-59695","","zealot s32 5w hifi bass wireless bluetooth speaker, support hands-free, ip7g0374, audio, luxtronics, online shopping"
"276A USB Charging Desktop Pen Holder Fan with Phone Holder Function","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603591101C.jpg","Smartphones","","1. Material: ABS, electronic components 2. Noise: below 36dB 3. Built-in battery: 500mAh lithium battery 4. USB charging, convenient and quick... Explore","https://luxtronics.in/product/smartphones-276a-usb-charging-desktop-pen-59696","","276a usb charging desktop pen holder fan with phone holder function, tbd06035911, smartphones, luxtronics, online shopping"
"GL120-123 Hanging Neck Fan Summer Handheld USB Portable Mini Fan","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603598001A.jpg","Chargers and Cables","","1. Three-speed adjustment, adjustable lanyard, safe and leafless, rotating record, low chant and mute, soft rubber doll 2. One-button control, 3-speed air...","https://luxtronics.in/product/chargers-cables-gl120-123-hanging-neck-fan-59733","","gl120-123 hanging neck fan summer handheld usb portable mini fan, tbd06035980, chargers & cables, chargers-cables, luxtronics, online shopping"
"M18 Bluetooth 5.1 LED Display Screen Waterproof Wireless Bluetooth","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009449.jpg","Smartphones","","1. Bluetooth version: 5.1 2. Headphone battery capacity: 50MAH 3. Storage box battery capacity: 2000MAH 4. Transmission distance: about 10m 5. Talk time:...","https://luxtronics.in/product/smartphones-m18-bluetooth-led-display-screen-59759","","m18 bluetooth 5.1 led display screen waterproof wireless bluetooth, eda009449, smartphones, luxtronics, online shopping"
"AP238 Outdoor Mini Portable Handheld USB Fan Night Light","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603599401A.jpg","Smart Home","","1. Strong wind, night lights, USB charging, easy to carry 2. Lightweight and portable, cute shape, soft rubber material 3. Humanized design, comfortable...","https://luxtronics.in/product/smart-home-ap238-outdoor-mini-portable-handheld-59762","","ap238 outdoor mini portable handheld usb fan night light, tbd06035994, smart home, smart-home, luxtronics, online shopping"
"For AirPods Pro Silicone Wireless Earphone Protective Case Cover","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP6D0922Y.jpg","Smartphones","","1. Material: silicone 2. Small size, easy to carry 3. Reserve the charging port, you can charge without removing the cover 4. It fully protects the device...","https://luxtronics.in/product/smartphones-airpods-pro-silicone-wireless-earphone-59139","","for airpods pro silicone wireless earphone protective case cover, ip6d0922, smartphones, luxtronics, online shopping"
"For iPad 10.2 2021 RedPepper Shockproof Waterproof PC + PET + TPU","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXII6523.jpg","Electronics Accessories","","1. Designed to fit the tablet. 2. Simple, comfortable and easy to carry. 3. It can fully protect the equipment from normal scratches, dirt, tearing and...","https://luxtronics.in/product/electronics-accessories-ipad-10-2021-redpepper-shockproof-59187","","for ipad 10.2 2021 redpepper shockproof waterproof pc + pet + tpu, ipxii6523, electronics accessories, electronics-accessories, luxtronics, online shopping"
"For iPhone 12 HD Rear Camera Lens Protector Tempered Glass Film","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/MPSG9622-1.jpg","Smartphones","","1. Hard and durable surface under special manufacturing process. 2. Static technology eliminates the bubble effect and enhance firmly on the camera lens....","https://luxtronics.in/product/smartphones-iphone-12-hd-rear-camera-59197","","for iphone 12 hd rear camera lens protector tempered glass film, mpsg9622, smartphones, luxtronics, online shopping"
"ROCK Desktop Folding Mobile Phone Holder","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G0884B.jpg","Smartphones","","1. With double shaft design, the angle can be adjusted at any time 2. Support height 12-15.5cm lift 3. Metal weighted plate, stable and not shaking 4....","https://luxtronics.in/product/smartphones-rock-desktop-folding-mobile-phone-59205","","rock desktop folding mobile phone holder, ip7g0884, smartphones, luxtronics, online shopping"
"Apple Pen Cover Anti-lost Protective Cover for Apple Pencil","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/FSP0066B.jpg","Electronics Accessories","","1. Elastic silica gel material, comfortable hand feeling. 2.The pen grip has a non-slip design on the side, which makes it easier to write. 3.The tip of...","https://luxtronics.in/product/electronics-accessories-apple-pen-cover-anti-lost-59220","","apple pen cover anti-lost protective cover for apple pencil, fsp0066, electronics accessories, electronics-accessories, luxtronics, online shopping"
"Varnished PC Bluetooth Earphones Case Anti-lost Storage Bag for Apple","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXS36902.jpg","Smartphones","","1. This fashion bag is special designed for the storage and protection of Apple AirPods earphones. 2. Portable and lightweight design. 3. Protecting your...","https://luxtronics.in/product/smartphones-varnished-pc-bluetooth-earphones-case-59247","","varnished pc bluetooth earphones case anti-lost storage bag for apple, ipxs36902, smartphones, luxtronics, online shopping"
"8 Pin to 3.5mm Audio Adapter, Length: About 12cm","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G0789B.jpg","Smartphones","","1. Brand new and high quality 2. Lightweight and small, easy to carry 3. 8 Pin to 3.5mm audio AUX cable 4. Compatible with iPhone 7 and 7 Plus 5. Support...","https://luxtronics.in/product/smartphones-pin-to-5mm-audio-adapter-59254","","8 pin to 3.5mm audio adapter, length: about 12cm, ip7g0789, smartphones, luxtronics, online shopping"
"Aluminum Alloy Laptop Height Extender Holder Stand Folding Portable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/PC0824B.jpg","Laptops","","Features 1. Improve the ergonomic attitude to raise the height of the notebook screen moderately, and alleviate the cervical fatigue and carpal numbness...","https://luxtronics.in/product/laptops-aluminum-alloy-laptop-height-extender-59284","","aluminum alloy laptop height extender holder stand folding portable, pc0824, laptops, luxtronics, online shopping"
"8 Pin 3.5mm Earphone Audio Adapter, Line Length: 8cm","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8F0064W.jpg","Smartphones","","1. Easy and convenient to carry. 2. Adopt high quality materials, durable and safe. 3. High-wear resistance and corrosion resistance. 4. Suitable for...","https://luxtronics.in/product/smartphones-pin-5mm-earphone-audio-adapter-59291","","8 pin 3.5mm earphone audio adapter, line length: 8cm, ip8f0064, smartphones, luxtronics, online shopping"
"Marble Texture Pattern Horizontal Flip Leather Case for iPad Mini 2019","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPRO5104H.jpg","Electronics Accessories","","1. The design fits for your ipad. 2. Simple, comfortable, easy to carry. 3. It adequately protects devices from the normal scratches, dirt, tear and wear....","https://luxtronics.in/product/electronics-accessories-marble-texture-pattern-horizontal-flip-59301","","marble texture pattern horizontal flip leather case for ipad mini 2019, ipro5104, electronics accessories, electronics-accessories, luxtronics, online shopping"
"awei Y600 Wireless Bluetooth Speaker with 3D Stereo, Built-in Mic","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G3225H.jpg","Smartphones","","1. Compatible with all Bluetooth-enabled devices: iPhone, iPad, Mac, Android, Laptop etc. Non-Bluetooth devices use the included 3.5mm audio cable... Explore","https://luxtronics.in/product/smartphones-awei-y600-wireless-bluetooth-speaker-59356","","awei y600 wireless bluetooth speaker with 3d stereo, built-in mic, ip7g3225, smartphones, luxtronics, online shopping"
"LORDNINO SBF003 3W USB Charging Portable Electric Fan with Magnetic","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/HC2795F.jpg","Wearables","","1. Product power: 3W 2. Rated voltage: 3.7V 3. Input: 5V-0.8A 4. Battery capacity: 1500mAh 5. Charging time: 3h 6. Working time: 1.5-6.5h 7. Product size:...","https://luxtronics.in/product/wearables-lordnino-sbf003-3w-usb-charging-59364","","lordnino sbf003 3w usb charging portable electric fan with magnetic, hc2795, wearables, luxtronics, online shopping"
"For iPhone 11 Shockproof Thick Transparent TPU Protective Case, For","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXIR1657H.jpg","Smartphones","","1. TPU material, non-toxic and odorless, has excellent wear resistance, not easy ageing, bright color characteristics, more than ordinary plastic has good...","https://luxtronics.in/product/smartphones-iphone-11-shockproof-thick-transparent-59384","","for iphone 11 shockproof thick transparent tpu protective case, for, ipxir1657, smartphones, luxtronics, online shopping"
"For iPhone XR Four Corners Full Coverage Liquid Silicone Case, XR","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXS0098B.jpg","Smartphones","","1. TPU material is non-toxic and tasteless, has excellent wear resistance, is not easy to age, and has bright colors. It has better protection and... Explore","https://luxtronics.in/product/smartphones-iphone-xr-four-corners-full-59408","","for iphone xr four corners full coverage liquid silicone case, xr, ipxs0098, smartphones, luxtronics, online shopping"
"K6 Bluetooth 5.0 Receiver Transmitter 2 In 1 Adapter Computer Speaker","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD05722372.jpg","Smartphones","","1. Bluetooth version: bluetooth V5.0 (drive-free plug and play) 2. Music format: APE/FLAC/WAV/MP3/WMA 3. Internal card capacity: support within 64G 4....","https://luxtronics.in/product/smartphones-k6-bluetooth-receiver-transmitter-in-59435","","k6 bluetooth 5.0 receiver transmitter 2 in 1 adapter computer speaker, tbd05722372, smartphones, luxtronics, online shopping"
"For iPhone 8 and 7 Brushed Texture Fiber TPU Rugged Armor Protective","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP7G0089B.jpg","Smartphones","","1. Brand new 2. The design is perfect, and the precision fits for your phone 3. Simple, comfortable, easy to carry 4. It adequately protects devices from...","https://luxtronics.in/product/smartphones-iphone-brushed-texture-fiber-tpu-58844","","for iphone 8 and 7 brushed texture fiber tpu rugged armor protective, ip7g0089, smartphones, luxtronics, online shopping"
"LOVE MEI For Apple Pencil 2 Carrot Shape Stylus Pen Silicone Protective","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/MBC0359E.jpg","Electronics Accessories","","1. Material: silicone 2. The hand feels comfortable, and the hand is not tired when holding the pen for a long time 3. Can fully protect the stylus from...","https://luxtronics.in/product/electronics-accessories-love-mei-apple-pencil-carrot-58856","","love mei for apple pencil 2 carrot shape stylus pen silicone protective, mbc0359, electronics accessories, electronics-accessories, luxtronics, online shopping"
